horizon,rmse,max_error,mean_abs_omega_jerk,time_to_goal,solve_time_ms_mean,solve_time_ms_max,collided
4,0.005369664765684098,0.020327780256719368,0.23893298522509504,14.799999999999963,2.0188766689203916,135.7761980000305,False
6,0.005268311882897975,0.020059826060402002,0.24093664137152862,14.799999999999963,1.4123396148675424,2.4850160000369215,False
8,0.005545234977406547,0.019982246391103638,0.23306970774042804,14.799999999999963,1.6770321959473382,4.340937999927519,False
10,0.004886974532194091,0.019055276457286635,0.24027552536563854,14.799999999999963,2.0538108513475177,28.74761500004297,False
12,0.004607859410841071,0.017668132493388233,0.24208354083161857,14.799999999999963,1.9757817027039903,2.4862860000212095,False
16,0.004533414433951635,0.018052396839568528,0.24713522866556226,14.799999999999963,2.86899532432324,4.054238999970039,False
20,0.004640958999898434,0.01868781174431202,0.2483663192156379,14.799999999999963,3.8216998378319462,5.762905000096907,False
